PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,BioBERT_Conf,PubMedBERT_Relation,PubMedBERT_Conf,BioLinkBERT_Relation,BioLinkBERT_Conf,All_Agree,Avg_Confidence,Ensemble_Result,Ensemble_Conf,Decision_Method,Ensemble_Relation,Ensemble_Confidence,Decision_Status
1343091,Interleukin-6,multifunctional cytokine,Interleukin-6 (IL-6) is a multifunctional cytokine that participates in the inflammatory and immune responses.,Association,0.8883364200592041,Association,0.8327496647834778,NO_RELATION,0.9898650050163268,False,0.9036503632863363,Association,0.8883364200592041,Accepted_By_Ensemble,Association,0.8883364200592041,Accepted_By_Ensemble
1350462,Interleukin-2,growth factor,"Interleukin-2 (IL-2), a crucial growth factor for mature T lymphocytes, is produced in fetal thymus under developmental control, although its biological significance remains unclear.",Association,0.8497148156166077,NO_RELATION,0.825840413570404,NO_RELATION,0.973292350769043,False,0.8829491933186849,NO_RELATION,0.973292350769043,Accepted_By_Ensemble,NO_RELATION,0.973292350769043,Accepted_By_Ensemble
1357848,Interleukin-6,BSF-2/IFN beta 2,Interleukin-6 (IL-6 or BSF-2/IFN beta 2) is a component of normal human skin.,Association,0.8958888649940491,Association,0.8618922233581543,NO_RELATION,0.9954997897148132,False,0.9177602926890055,Association,0.8958888649940491,Accepted_By_Ensemble,Association,0.8958888649940491,Accepted_By_Ensemble
1359204,Interleukin-2,sIl-2R,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Association,0.837928831577301,Association,0.73792564868927,Association,0.8817611336708069,True,0.8192052046457926,Association,0.8817611336708069,Accepted_By_Ensemble,Association,0.8817611336708069,Accepted_By_Ensemble
1359204,Interleukin-2,Tumor Necrosis Factor-alpha,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Association,0.8713526725769043,Association,0.676997184753418,Association,0.8727735280990601,True,0.8070411284764608,Association,0.8727735280990601,Accepted_By_Ensemble,Association,0.8727735280990601,Accepted_By_Ensemble
1359204,Interleukin-2,TNF-alpha,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Association,0.8554351925849915,Association,0.6696717143058777,Association,0.8806121945381165,True,0.8019063671429952,Association,0.8806121945381165,Accepted_By_Ensemble,Association,0.8806121945381165,Accepted_By_Ensemble
1370501,Hepatocyte growth factor,hepatopoietin A,"Hepatocyte growth factor (HGF) also known as hepatopoietin A (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a heparin-binding growth factor whose characterization and tissue distribution have been reported elsewhere.",Association,0.867109477519989,NO_RELATION,0.8647947907447815,NO_RELATION,0.9968626499176024,False,0.9095889727274576,NO_RELATION,0.9968626499176024,Accepted_By_Ensemble,NO_RELATION,0.9968626499176024,Accepted_By_Ensemble
1370501,Hepatocyte growth factor,heparin-binding growth factor,"Hepatocyte growth factor (HGF) also known as hepatopoietin A (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a heparin-binding growth factor whose characterization and tissue distribution have been reported elsewhere.",Association,0.8863250017166138,NO_RELATION,0.8920543789863586,NO_RELATION,0.9954975843429564,False,0.9246256550153097,NO_RELATION,0.9954975843429564,Accepted_By_Ensemble,NO_RELATION,0.9954975843429564,Accepted_By_Ensemble
1384092,Granulocyte colony-stimulating factor,NHS-biotin,"Granulocyte colony-stimulating factor (G-CSF) was linked to NHS-biotin to yield biotinylated G-CSF (b-G-CSF), which retained the ability to stimulate colony formation by normal bone marrow (BM) cells in methylcellulose.",Association,0.8911365866661072,NO_RELATION,0.9720127582550048,NO_RELATION,0.9917723536491394,False,0.9516405661900839,NO_RELATION,0.9917723536491394,Accepted_By_Ensemble,NO_RELATION,0.9917723536491394,Accepted_By_Ensemble
1384092,Granulocyte colony-stimulating factor,b-G-CSF,"Granulocyte colony-stimulating factor (G-CSF) was linked to NHS-biotin to yield biotinylated G-CSF (b-G-CSF), which retained the ability to stimulate colony formation by normal bone marrow (BM) cells in methylcellulose.",Association,0.8948956727981567,NO_RELATION,0.963163197040558,NO_RELATION,0.9954527020454408,False,0.9511705239613851,NO_RELATION,0.9954527020454408,Accepted_By_Ensemble,NO_RELATION,0.9954527020454408,Accepted_By_Ensemble
1385537,Interleukin-8,cytokine,"Interleukin-8 (IL-8) is a chemotactic and activating cytokine for neutrophils, which plays an important role in acute inflammatory responses.",Association,0.8044964075088501,Association,0.8329589366912842,NO_RELATION,0.9717536568641664,False,0.8697363336881002,Association,0.8329589366912842,Accepted_By_Ensemble,Association,0.8329589366912842,Accepted_By_Ensemble
1419612,Interleukin-4,IL-4R,Interleukin-4 receptor (IL-4R) and Epidermal Growth Factor receptor (EGFR) were assessed as factors associated with adenoma-carcinoma progression in colorectal cancer and tumour invasion.,Association,0.9029108881950378,Association,0.8009837865829468,Association,0.8671997785568237,True,0.8570314844449362,Association,0.9029108881950378,Accepted_By_Ensemble,Association,0.9029108881950378,Accepted_By_Ensemble
1419612,Interleukin-4,Epidermal Growth Factor receptor,Interleukin-4 receptor (IL-4R) and Epidermal Growth Factor receptor (EGFR) were assessed as factors associated with adenoma-carcinoma progression in colorectal cancer and tumour invasion.,Association,0.8953892588615417,Association,0.7498886585235596,Association,0.8788594603538513,True,0.8413791259129842,Association,0.8953892588615417,Accepted_By_Ensemble,Association,0.8953892588615417,Accepted_By_Ensemble
1419612,Interleukin-4,EGFR,Interleukin-4 receptor (IL-4R) and Epidermal Growth Factor receptor (EGFR) were assessed as factors associated with adenoma-carcinoma progression in colorectal cancer and tumour invasion.,Association,0.9046010375022888,Association,0.7442362904548645,Association,0.8240829110145569,True,0.8243067463239034,Association,0.9046010375022888,Accepted_By_Ensemble,Association,0.9046010375022888,Accepted_By_Ensemble
1455017,Interleukin-2,glycoprotein,Interleukin-2 is a glycoprotein physiologically produced by human lymphocytes which is capable of mediating some still unknown immunologic reactions.,Association,0.8610120415687561,Association,0.8079991340637207,NO_RELATION,0.954940915107727,False,0.8746506969134012,Association,0.8610120415687561,Accepted_By_Ensemble,Association,0.8610120415687561,Accepted_By_Ensemble
1477181,Granulocyte-macrophage colony-stimulating factor,interleukin-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) and interleukin-3 (IL-3) are hematopoietic growth factors that have been shown to induce proliferation and activation of inflammatory cells, and may play a role in allergic reactions.",Association,0.8829579949378967,Association,0.8540143370628357,NO_RELATION,0.9893627762794496,False,0.9087783694267273,Association,0.8829579949378967,Accepted_By_Ensemble,Association,0.8829579949378967,Accepted_By_Ensemble
1477181,Granulocyte-macrophage colony-stimulating factor,IL-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) and interleukin-3 (IL-3) are hematopoietic growth factors that have been shown to induce proliferation and activation of inflammatory cells, and may play a role in allergic reactions.",Association,0.8777678608894348,Association,0.8113704323768616,NO_RELATION,0.993105947971344,False,0.8940814137458801,Association,0.8777678608894348,Accepted_By_Ensemble,Association,0.8777678608894348,Accepted_By_Ensemble
1477181,Granulocyte-macrophage colony-stimulating factor,hematopoietic growth factors,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) and interleukin-3 (IL-3) are hematopoietic growth factors that have been shown to induce proliferation and activation of inflammatory cells, and may play a role in allergic reactions.",Association,0.8774407505989075,Association,0.8102239370346069,NO_RELATION,0.9783383011817932,False,0.8886676629384359,Association,0.8774407505989075,Accepted_By_Ensemble,Association,0.8774407505989075,Accepted_By_Ensemble
1482369,Hepatocyte growth factor,pro-HGF,Hepatocyte growth factor (HGF) is biosynthesized as a single-chain precursor (pro-HGF) and is proteolytically processed to a two-chain mature form.,Association,0.9037496447563172,NO_RELATION,0.8230383992195129,NO_RELATION,0.9928165674209596,False,0.9065348704655966,NO_RELATION,0.9928165674209596,Accepted_By_Ensemble,NO_RELATION,0.9928165674209596,Accepted_By_Ensemble
1493444,Interleukin-2,sIL-2R,Serum soluble Interleukin-2 receptor levels (sIL-2R) were measured in 121 patients (pts) with non-Hodgkin's lymphoma (NHL) and in 30 patients with Chronic lymphocytic leukemia (CLL).,Association,0.8981873393058777,Association,0.8008115887641907,Association,0.8733510971069336,True,0.857450008392334,Association,0.8981873393058777,Accepted_By_Ensemble,Association,0.8981873393058777,Accepted_By_Ensemble
1493810,Interleukin-1 beta,Il-1 beta,Interleukin-1 beta (Il-1 beta) and interleukin-1 alpha (Il-1 alpha) were shown to act as motility factors for the human breast carcinoma cell lines SK-BR-3 and ZR-75-1 in vitro.,Association,0.9105422496795654,Association,0.866779088973999,NO_RELATION,0.995205819606781,False,0.9241757194201151,Association,0.9105422496795654,Accepted_By_Ensemble,Association,0.9105422496795654,Accepted_By_Ensemble
1493810,Interleukin-1 beta,interleukin-1 alpha,Interleukin-1 beta (Il-1 beta) and interleukin-1 alpha (Il-1 alpha) were shown to act as motility factors for the human breast carcinoma cell lines SK-BR-3 and ZR-75-1 in vitro.,Association,0.907701313495636,Association,0.8783188462257385,NO_RELATION,0.9922868013381958,False,0.9261023203531901,Association,0.907701313495636,Accepted_By_Ensemble,Association,0.907701313495636,Accepted_By_Ensemble
1493810,Interleukin-1 beta,Il-1 alpha,Interleukin-1 beta (Il-1 beta) and interleukin-1 alpha (Il-1 alpha) were shown to act as motility factors for the human breast carcinoma cell lines SK-BR-3 and ZR-75-1 in vitro.,Association,0.9086179733276368,Association,0.8450548648834229,NO_RELATION,0.993020236492157,False,0.9155643582344055,Association,0.9086179733276368,Accepted_By_Ensemble,Association,0.9086179733276368,Accepted_By_Ensemble
1493810,Interleukin-1 beta,motility factors,Interleukin-1 beta (Il-1 beta) and interleukin-1 alpha (Il-1 alpha) were shown to act as motility factors for the human breast carcinoma cell lines SK-BR-3 and ZR-75-1 in vitro.,Association,0.904659390449524,Association,0.84212726354599,NO_RELATION,0.9658570885658264,False,0.9042145808537801,Association,0.904659390449524,Accepted_By_Ensemble,Association,0.904659390449524,Accepted_By_Ensemble
1526734,Interleukin-2,IL-2R,"Interleukin-2 receptor (IL-2R) is an activation molecule that, when expressed on peripheral blood lymphocyte (PBL) membranes, indicates the secretion of IL-2 and initiation of an immune system activation cascade.",Association,0.8756735920906067,Association,0.8590850234031677,NO_RELATION,0.9867284893989564,False,0.9071623682975769,Association,0.8756735920906067,Accepted_By_Ensemble,Association,0.8756735920906067,Accepted_By_Ensemble
1526734,Interleukin-2,activation molecule,"Interleukin-2 receptor (IL-2R) is an activation molecule that, when expressed on peripheral blood lymphocyte (PBL) membranes, indicates the secretion of IL-2 and initiation of an immune system activation cascade.",Association,0.88230299949646,Association,0.851819634437561,NO_RELATION,0.9579315185546876,False,0.8973513841629028,Association,0.88230299949646,Accepted_By_Ensemble,Association,0.88230299949646,Accepted_By_Ensemble
1526987,Interleukin-2,receptor complex,Interleukin-2 (IL-2) and its receptor complex have become one of the most studied members of a growing family of protein hormones characterized by structural similarities in both ligands and their receptors.,Association,0.900504469871521,NO_RELATION,0.8444662094116211,NO_RELATION,0.8877613544464111,False,0.8775773445765177,NO_RELATION,0.8877613544464111,Accepted_By_Ensemble,NO_RELATION,0.8877613544464111,Accepted_By_Ensemble
1533750,Interleukin-8,lymphocyte chemoattractant,Interleukin-8 (IL-8) is a neutrophil and lymphocyte chemoattractant and activator that may play an important role in mediating events at sites of inflammation.,Association,0.8431111574172974,Association,0.8271740078926086,NO_RELATION,0.9820013642311096,False,0.8840955098470052,Association,0.8431111574172974,Accepted_By_Ensemble,Association,0.8431111574172974,Accepted_By_Ensemble
1541908,Tumor necrosis factor,recombinant interferon gamma,"Alveolar macrophages (Am phi s), resident peritoneal macrophages (RPm phi s), and thioglycolate-elicited peritoneal macrophages (TGPm phi s) were isolated from C57BL/6 mice and incubated with lipopolysaccharide (LPS), stimulated cell supernatant, or recombinant interferon gamma (IFN-gamma) for 24 h. Tumor necrosis factor (TNF) in cell-free supernatants was measured by enzyme-linked immunosorbent assay.",NO_RELATION,0.8928929567337036,NO_RELATION,0.9793789386749268,NO_RELATION,0.9887969493865968,True,0.9536896149317423,NO_RELATION,0.9887969493865968,Accepted_By_Ensemble,NO_RELATION,0.9887969493865968,Accepted_By_Ensemble
1541908,Tumor necrosis factor,IFN-gamma,"Alveolar macrophages (Am phi s), resident peritoneal macrophages (RPm phi s), and thioglycolate-elicited peritoneal macrophages (TGPm phi s) were isolated from C57BL/6 mice and incubated with lipopolysaccharide (LPS), stimulated cell supernatant, or recombinant interferon gamma (IFN-gamma) for 24 h. Tumor necrosis factor (TNF) in cell-free supernatants was measured by enzyme-linked immunosorbent assay.",NO_RELATION,0.9136017560958862,NO_RELATION,0.982330322265625,NO_RELATION,0.9927598237991332,True,0.9628973007202148,NO_RELATION,0.9927598237991332,Accepted_By_Ensemble,NO_RELATION,0.9927598237991332,Accepted_By_Ensemble
1544393,Granulocyte-macrophage colony-stimulating factor,IL-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), interleukin 3 (IL-3), or a combination of both growth factors were added weekly to normal human long-term bone marrow cultures (LTBMC).",Association,0.888299822807312,NO_RELATION,0.8081521987915039,NO_RELATION,0.9934356212615968,False,0.8966292142868042,NO_RELATION,0.9934356212615968,Accepted_By_Ensemble,NO_RELATION,0.9934356212615968,Accepted_By_Ensemble
1546713,Interleukin-6,plasmocytoma cell growth factor,Interleukin-6 (IL-6) was demonstrated to be a strong autocrine or paracrine plasmocytoma cell growth factor in humans.,Association,0.8961735367774963,Association,0.8358888030052185,NO_RELATION,0.9058783054351808,False,0.8793135484059652,Association,0.8961735367774963,Accepted_By_Ensemble,Association,0.8961735367774963,Accepted_By_Ensemble
1550349,Tumor necrosis factor,TNF alpha,Tumor necrosis factor alpha (TNF alpha) is a macrophage-derived cytokine which participates in homeostatic tissue repair.,Association,0.877952516078949,Association,0.8051939010620117,NO_RELATION,0.9945863485336304,False,0.892577588558197,Association,0.877952516078949,Accepted_By_Ensemble,Association,0.877952516078949,Accepted_By_Ensemble
1551208,Tumor necrosis factor,interferon gamma,Tumor necrosis factor (TNF) and interferon gamma (IFN-gamma) are pluripotent cytokines and have multiple functions during the inflammatory response.,Association,0.8832126259803772,Association,0.8309507369995117,NO_RELATION,0.9943969249725342,False,0.9028534293174744,Association,0.8832126259803772,Accepted_By_Ensemble,Association,0.8832126259803772,Accepted_By_Ensemble
1551208,Tumor necrosis factor,cytokines,Tumor necrosis factor (TNF) and interferon gamma (IFN-gamma) are pluripotent cytokines and have multiple functions during the inflammatory response.,Association,0.8862082362174988,Association,0.8376026153564453,NO_RELATION,0.9911909699440002,False,0.9050006071726481,Association,0.8862082362174988,Accepted_By_Ensemble,Association,0.8862082362174988,Accepted_By_Ensemble
1555257,Interleukin-7,25-kDa cytokine,Interleukin-7 (IL-7) is a 25-kDa cytokine that was initially described as a pre-B cell growth factor and more recently has been shown to cause T cell proliferation.,Association,0.8441656231880188,Association,0.8179247379302979,NO_RELATION,0.9870168566703796,False,0.8830357392628988,Association,0.8441656231880188,Accepted_By_Ensemble,Association,0.8441656231880188,Accepted_By_Ensemble
1574116,Interleukin-1 beta,IL-1,"Interleukin-1 beta (IL-1 beta)-converting enzyme cleaves the IL-1 beta precursor to mature IL-1 beta, an important mediator of inflammation.",Association,0.8669668436050415,Association,0.8535168766975403,NO_RELATION,0.9526366591453552,False,0.8910401264826456,Association,0.8669668436050415,Accepted_By_Ensemble,Association,0.8669668436050415,Accepted_By_Ensemble
1580147,Interleukin-2,IL-2R,We analyzed the Interleukin-2 receptor (IL-2R) expression on fresh lymphocytes from three patients with rubella.,Association,0.8823767304420471,Association,0.8466175198554993,NO_RELATION,0.887484073638916,False,0.8721594413121542,Association,0.8823767304420471,Accepted_By_Ensemble,Association,0.8823767304420471,Accepted_By_Ensemble
1583411,Interleukin-6,hepatocyte stimulating factor,"Interleukin-6 (hepatocyte stimulating factor) is a 26 kd cytokine that plays a major role in the acute phase response, especially the hepatic aspects of the acute phase response.",Association,0.876452624797821,Association,0.8629421591758728,NO_RELATION,0.991831600666046,False,0.9104087948799133,Association,0.876452624797821,Accepted_By_Ensemble,Association,0.876452624797821,Accepted_By_Ensemble
1583411,Interleukin-6,26 kd cytokine,"Interleukin-6 (hepatocyte stimulating factor) is a 26 kd cytokine that plays a major role in the acute phase response, especially the hepatic aspects of the acute phase response.",Association,0.8776645660400391,Association,0.8641201257705688,NO_RELATION,0.9866412281990052,False,0.909475306669871,Association,0.8776645660400391,Accepted_By_Ensemble,Association,0.8776645660400391,Accepted_By_Ensemble
1596939,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a recently characterized pleiotropic cytokine with antitumor activity.,Association,0.878419816493988,Association,0.8603206276893616,NO_RELATION,0.9880415201187134,False,0.908927321434021,Association,0.878419816493988,Accepted_By_Ensemble,Association,0.878419816493988,Accepted_By_Ensemble
1601170,Interleukin-6,hormone-like molecules,Interleukin-6 is a member of a class of hormone-like molecules termed cytokines.,Association,0.8970828056335449,Association,0.842093288898468,NO_RELATION,0.9656778573989868,False,0.9016179839769999,Association,0.8970828056335449,Accepted_By_Ensemble,Association,0.8970828056335449,Accepted_By_Ensemble
1601170,Interleukin-6,cytokines,Interleukin-6 is a member of a class of hormone-like molecules termed cytokines.,Association,0.8990486264228821,Association,0.8287522792816162,NO_RELATION,0.9881254434585572,False,0.9053087830543518,Association,0.8990486264228821,Accepted_By_Ensemble,Association,0.8990486264228821,Accepted_By_Ensemble
1627787,Interleukin-6,pleiotropic cytokine,"Interleukin-6, a pleiotropic cytokine, appears to play a key role as a physiologically functioning molecule in host defense mechanisms.",Association,0.8994109630584717,Association,0.8611658811569214,NO_RELATION,0.9272502064704896,False,0.8959423502286276,Association,0.8994109630584717,Accepted_By_Ensemble,Association,0.8994109630584717,Accepted_By_Ensemble
1634815,Interleukin-6,cytokine,Interleukin-6 (IL-6) is multipotent cytokine that acts in a network of factors directing the inflammatory reaction of purulent bacterial meningitis (PBM).,Association,0.8960186243057251,Association,0.8272720575332642,NO_RELATION,0.9442238211631776,False,0.8891715010007223,Association,0.8960186243057251,Accepted_By_Ensemble,Association,0.8960186243057251,Accepted_By_Ensemble
1639201,Interleukin-8,cytokines,"Interleukin-8 (IL-8) belongs to a family of small, structurally related cytokines similar to platelet factor 4.",Association,0.9011080861091614,Association,0.873646080493927,NO_RELATION,0.9919895529747008,False,0.9222479065259298,Association,0.9011080861091614,Accepted_By_Ensemble,Association,0.9011080861091614,Accepted_By_Ensemble
1639201,Interleukin-8,platelet factor 4,"Interleukin-8 (IL-8) belongs to a family of small, structurally related cytokines similar to platelet factor 4.",Association,0.9049633145332336,Association,0.8833103179931641,NO_RELATION,0.9949585795402528,False,0.9277440706888834,Association,0.9049633145332336,Accepted_By_Ensemble,Association,0.9049633145332336,Accepted_By_Ensemble
1643291,Interleukin-6,pleiotropic cytokine,"Interleukin-6, IL-6, is a pleiotropic cytokine which plays a central role in defense mechanisms, including the immune response, acute phase reaction and hematopoiesis.",Association,0.8569981455802917,Association,0.8194162845611572,NO_RELATION,0.9667988419532776,False,0.8810710906982422,Association,0.8569981455802917,Accepted_By_Ensemble,Association,0.8569981455802917,Accepted_By_Ensemble
1646047,Granulocyte-macrophage colony-stimulating factor,cell surface receptors,Granulocyte-macrophage colony-stimulating factor (GM-CSF) stimulates both the proliferation and functional properties of normal and leukemic myeloid cells via cell surface receptors.,Association,0.8477407097816467,Association,0.8128011226654053,NO_RELATION,0.9850170612335204,False,0.8818529645601908,Association,0.8477407097816467,Accepted_By_Ensemble,Association,0.8477407097816467,Accepted_By_Ensemble
1649557,Tumor necrosis factor,TNF alpha,"Tumor necrosis factor alpha (TNF alpha), which is produced by germinal center dendritic reticulum cells (DRC) in lymphoid tissue, plays a regulatory role in a local immune response.",Association,0.8750857710838318,Association,0.8374900817871094,NO_RELATION,0.993270218372345,False,0.9019486904144287,Association,0.8750857710838318,Accepted_By_Ensemble,Association,0.8750857710838318,Accepted_By_Ensemble
1653251,Interleukin-6,pleiotropic cytokine,Interleukin-6 is a pleiotropic cytokine that has a major role in the coordination of the hepatic acute phase response.,Association,0.8885035514831543,Association,0.8663364052772522,NO_RELATION,0.9299750328063964,False,0.894938329855601,Association,0.8885035514831543,Accepted_By_Ensemble,Association,0.8885035514831543,Accepted_By_Ensemble
1664173,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a pleiotropic cytokine exerting many immunological and non immunological actions.,Association,0.8587878346443176,Association,0.8313903212547302,NO_RELATION,0.9866843819618224,False,0.8922875126202902,Association,0.8587878346443176,Accepted_By_Ensemble,Association,0.8587878346443176,Accepted_By_Ensemble
1664189,Tumor necrosis factor,cell surface receptors,Tumor necrosis factor (TNF) initiates its multiple effects on cell function by binding at a high affinity to specific cell surface receptors.,Association,0.8905531167984009,Association,0.8200981020927429,NO_RELATION,0.9567102789878844,False,0.8891204992930094,Association,0.8905531167984009,Accepted_By_Ensemble,Association,0.8905531167984009,Accepted_By_Ensemble
1680933,Tumor necrosis factor,human keratinocyte intercellular adhesion molecule-1,Tumor necrosis factor alpha (TNF alpha) is a potent modulator of human keratinocyte intercellular adhesion molecule-1 (ICAM-1) expression.,Association,0.8232729434967041,Association,0.8000674247741699,NO_RELATION,0.9811295866966248,False,0.8681566516558329,Association,0.8232729434967041,Accepted_By_Ensemble,Association,0.8232729434967041,Accepted_By_Ensemble
1680933,Tumor necrosis factor,ICAM-1,Tumor necrosis factor alpha (TNF alpha) is a potent modulator of human keratinocyte intercellular adhesion molecule-1 (ICAM-1) expression.,Association,0.8315178155899048,Association,0.806300163269043,NO_RELATION,0.995012104511261,False,0.8776100277900696,Association,0.8315178155899048,Accepted_By_Ensemble,Association,0.8315178155899048,Accepted_By_Ensemble
1688503,Granulocyte colony-stimulating factor,granulocyte-macrophage colony-stimulating factor,"Granulocyte colony-stimulating factor (G-CSF), granulocyte-macrophage colony-stimulating factor (GM-CSF), gamma-interferon (gamma-IFN), or tumor necrosis factor-alpha (TNF-alpha) triggered the rapid, stable phosphorylation of a 75-Kd protein (p75) when incubated with permeabilized HL60 human myeloid leukemia cells in the presence of [gamma-32P] ATP.",Association,0.8852095007896423,NO_RELATION,0.8671212196350098,NO_RELATION,0.9938887357711792,False,0.9154064853986105,NO_RELATION,0.9938887357711792,Accepted_By_Ensemble,NO_RELATION,0.9938887357711792,Accepted_By_Ensemble
1688503,Granulocyte colony-stimulating factor,GM-CSF,"Granulocyte colony-stimulating factor (G-CSF), granulocyte-macrophage colony-stimulating factor (GM-CSF), gamma-interferon (gamma-IFN), or tumor necrosis factor-alpha (TNF-alpha) triggered the rapid, stable phosphorylation of a 75-Kd protein (p75) when incubated with permeabilized HL60 human myeloid leukemia cells in the presence of [gamma-32P] ATP.",Association,0.8788679242134094,NO_RELATION,0.8899312615394592,NO_RELATION,0.9956536293029784,False,0.9214842716852824,NO_RELATION,0.9956536293029784,Accepted_By_Ensemble,NO_RELATION,0.9956536293029784,Accepted_By_Ensemble
